id,date,time,user_raw,venue_raw,venue_norm,purpose,headcount,amount,per_person,method,year_month,hour,flags
2025-09-3-c539e0,2025-09-01,18:36:34,의장,풍천만물장어,풍천만물장어,현안 논의에 따른 관계자 간담회 지역민원 및,6,178000,29666.666666666668,카드,2025-09,18,
2025-09-4-907e04,2025-09-02,12:30:32,의장,경성농장,경성농장,유관단체 관계자 간담회 현안 관련,7,84000,12000,카드,2025-09,12,
2025-09-5-404463,2025-09-02,12:36:29,의장,카페 상상,카페상상,현안 관련 관계자 간담회,7,14000,2000,카드,2025-09,12,
2025-09-6-b4b40d,2025-09-02,19:10:05,의장,제일정육식당,제일정육식당,현안 관련 관계자 간담회,6,164000,27333.333333333332,카드,2025-09,19,
2025-09-7-b3c1de,2025-09-02,20:01:23,행정기획위원장,전골마을,전골마을,현안 관련 관계자 간담회 민원 및,8,89000,11125,카드,2025-09,20,
2025-09-8-006821,2025-09-02,20:55:22,복지건설위원장,동강오리,동강오리,현안 관련 유관기관 관계자 간담회,6,216000,36000,카드,2025-09,20,
2025-09-x-2e054e,2025-09-03,18:36:23,행정기획위원장,회기족발,회기족발,현안 관련 유관기관 관계자 간담회 민원 및,,111000,,카드,2025-09,18,seq_corrupt|headcount_invalid
2025-09-9-31d615,2025-09-03,12:26:06,복지건설위원장,청마루 한우,청마루한우,현안업무 추진 사무국 직원 격려 간담회,5,185000,37000,카드,2025-09,12,
2025-09-11-59037f,2025-09-03,19:41:37,의장,최강낙지,최강낙지,관련 관계자 간담회 현안,14,292000,20857.14285714286,카드,2025-09,19,
2025-09-12-fdcf46,2025-09-03,21:20:59,복지건설위원장,장안골,장안골,관계자 간담회 현안 관련,7,268000,38285.71428571428,카드,2025-09,21,
2025-09-13-b070c9,2025-09-04,11:45:20,부의장,(주)태성푸드,(주)태성푸드,관계자 간담회 민원 및 현안 관련,3,44000,14666.666666666666,카드,2025-09,11,
2025-09-14-02c832,2025-09-04,12:56:08,의장,청마루 한우,청마루한우,추진 사무국 직원 격려 간담회 현안업무,4,92000,23000,카드,2025-09,12,
2025-09-15-425f95,2025-09-04,20:48:50,의장,삼거리 정육식당,삼거리정육식당,민원 및 관계자 간담회 현안 관련,8,196000,24500,카드,2025-09,20,
2025-09-16-0e7e6d,2025-09-05,20:37:48,의장,아우내병천순대,아우내병천순대,민원 및 현안 관계자 간담회 관련,12,192000,16000,카드,2025-09,20,
2025-09-17-a1df13,2025-09-08,18:32:44,의장,솔낭구,솔낭구,관계자 간담회 민원 및 현안 관련 유관기관,15,289000,19266.666666666668,카드,2025-09,18,
2025-09-x-a00fa0,2025-09-09,20:09:33,의장,다복,다복,지역민원 및 현안 논의에 따른 관계자 간담회,6,122000,20333.333333333332,,2025-09,20,user_inherited|seq_corrupt
2025-09-18-f0e080,2025-09-09,12:47:06,의장,장어시대,장어시대,민원 및 관련 유관기관 관계자 간담회 현안,6,153000,25500,카드,2025-09,12,
2025-09-x-a0c4f0,2025-09-10,18:34:12,의장,일번지정육식당,일번지정육식당,지역민원 및 현안 논의에 따른 관계자 간담회,8,215000,26875,,2025-09,18,user_inherited|seq_corrupt
2025-09-x-0855b3,2025-09-11,12:24:03,의장,남원,남원,현안업무 추진 사무국 직원 격려 간담회,4,48000,12000,,2025-09,12,user_inherited|seq_corrupt
2025-09-x-921da8,2025-09-11,18:37:22,의장,이수사횟집,이수사횟집,지역민원 및 현안 논의에 따른 관계자 간담회,8,215000,26875,,2025-09,18,user_inherited|seq_corrupt
2025-09-x-27ec38,2025-09-12,17:36:17,의장,대가숯불갈비,대가숯불갈비,현안 관련 관계자 간담회,10,219000,21900,,2025-09,17,user_inherited|seq_corrupt
2025-09-x-c94f59,2025-09-12,21:21:30,의장,아쿠아플러스,아쿠아플러스,민원 및 현안 관련 관계자 간담회,25,400000,16000,,2025-09,21,user_inherited|seq_corrupt
2025-09-x-8e0d4f,2025-09-15,13:21:19,의장,다옴감자탕 양평해장,다옴감자탕양평해장,민원 및 현안 관련 유관기관 관계자 간담회,3,36000,12000,,2025-09,13,user_inherited|seq_corrupt
2025-09-x-61f02e,2025-09-15,18:33:48,의장,골목막창,골목막창,현안 관련 관계자 간담회,15,292000,19466.666666666668,,2025-09,18,user_inherited|seq_corrupt
2025-09-x-d5f8cf,2025-09-15,22:42:42,의장,씨마트2,씨마트2,현안 관련 유관기관 관계자 간담회,6,117000,19500,,2025-09,22,user_inherited|seq_corrupt
2025-09-x-72518e,2025-09-16,12:30:40,의장,다미옥 함흥냉면,다미옥함흥냉면,민원 및 현안 관련 관계자 간담회,15,294000,19600,,2025-09,12,user_inherited|seq_corrupt
2025-09-x-29f1df,2025-09-16,13:23:41,의장,풍천숯불장어세상,풍천숯불장어세상,민원 관련 관계자 간담회,,200000,,,2025-09,13,user_inherited|seq_corrupt|headcount_missing
2025-09-x-adb2b8,2025-09-16,18:28:46,의장,바닷가에서,바닷가에서,현안 관련 유관단체 관계자 간담회,14,286000,20428.571428571428,,2025-09,18,user_inherited|seq_corrupt
2025-09-x-5436bd,2025-09-17,14:08:42,의장,조영환의 대양한방숯,조영환의대양한방숯,현안 관련 유관단체 관계자 간담회,10,310000,31000,,2025-09,14,user_inherited|seq_corrupt
2025-09-x-23716e,2025-09-17,18:52:09,의장,동호일식,동호일식,민원 및 현안 관련 유관기관 관계자 간담회,8,284000,35500,,2025-09,18,user_inherited|seq_corrupt
2025-09-x-61e0fe,2025-09-17,19:02:08,의장,오리명가,오리명가,민원 및 현안 관련 관계자 간담회,,362000,,,2025-09,19,user_inherited|seq_corrupt|headcount_missing
2025-09-x-3933c8,2025-09-17,19:13:12,의장,아쿠아플러스,아쿠아플러스,민원 및 현안 관련 관계자 간담회,16,266000,16625,,2025-09,19,user_inherited|seq_corrupt
2025-09-x-c9107c,2025-09-18,12:31:29,의장,경성농장,경성농장,현안 관련 관계자 간담회,10,132000,13200,,2025-09,12,user_inherited|seq_corrupt
2025-09-x-1baca1,2025-09-18,13:08:21,의장,풍천숯불장어세상,풍천숯불장어세상,현안 관련 관계자 간담회,4,130000,32500,,2025-09,13,user_inherited|seq_corrupt
2025-09-x-b327c3,2025-09-18,20:21:31,의장,등대횟집,등대횟집,민원 및 현안 관련 관계자 간담회,,143000,,,2025-09,20,user_inherited|seq_corrupt|headcount_missing
2025-09-x-729d42,2025-09-19,12:34:00,의장,다래식당,다래식당,현안 관련 유관단체 관계자 간담회,8,110000,13750,,2025-09,12,user_inherited|seq_corrupt
2025-09-x-7c9e09,2025-09-19,13:42:10,의장,조영환의 대양한방숯,조영환의대양한방숯,현안 관련 유관기관 관계자 간담회,4,139000,34750,,2025-09,13,user_inherited|seq_corrupt
2025-09-x-f99abb,2025-09-19,19:44:30,의장,장어시대,장어시대,민원 및 현안 관련 유관기관 관계자 간담회,7,210000,30000,,2025-09,19,user_inherited|seq_corrupt
2025-09-x-036715,2025-09-19,20:14:07,의장,오리명가,오리명가,현안 관련 관계자 간담회,3,65000,21666.666666666668,,2025-09,20,user_inherited|seq_corrupt
2025-09-x-b8bb44,2025-09-22,12:59:01,의장,조영환의 대양한방숯,조영환의대양한방숯,민원 및 현안 관련 유관기관 관계자 간담회,10,230000,23000,,2025-09,12,user_inherited|seq_corrupt
2025-09-x-8bda8d,2025-09-22,13:20:12,의장,용두동동태탕동태찜,용두동동태탕동태찜,민원 및 현안 관련 관계자 간담회,,36000,,,2025-09,13,user_inherited|seq_corrupt|headcount_missing
2025-09-x-946abb,2025-09-22,18:40:32,의장,거물집,거물집,현안 관련 관계자 간담회,8,180000,22500,,2025-09,18,user_inherited|seq_corrupt
2025-09-x-7772b0,2025-09-23,12:34:52,의장,최강낙지,최강낙지,민원 및 현안 관련 관계자 간담회,7,123000,17571.428571428572,,2025-09,12,user_inherited|seq_corrupt
2025-09-x-e6cc4f,2025-09-23,14:25:04,의장,조영환의 대양한방숯,조영환의대양한방숯,민원 및 현안 관련 유관기관 관계자 간담회,9,252000,28000,,2025-09,14,user_inherited|seq_corrupt
2025-09-x-caab5c,2025-09-23,19:32:48,의장,전골마을,전골마을,민원 및 현안 관련 관계자 간담회,17,250000,14705.882352941177,,2025-09,19,user_inherited|seq_corrupt
2025-09-x-d77917,2025-09-23,19:49:02,의장,산골오리,산골오리,민원 및 현안 관련 관계자 간담회,9,125000,13888.888888888889,,2025-09,19,user_inherited|seq_corrupt
2025-09-x-b61eb9,2025-09-24,12:10:35,의장,최강낙지,최강낙지,현안 관련 관계자 간담회,7,104000,14857.142857142857,,2025-09,12,user_inherited|seq_corrupt
2025-09-x-a4b25f,2025-09-24,13:15:31,의장,최강낙지,최강낙지,현안 관련 관계자 간담회,5,94000,18800,,2025-09,13,user_inherited|seq_corrupt
2025-09-x-774673,2025-09-24,13:19:41,의장,(주)유성집,(주)유성집,민원 및 현안 관련 관계자 간담회,,422000,,,2025-09,13,user_inherited|seq_corrupt|headcount_missing
2025-09-x-663628,2025-09-24,16:21:14,의장,여기가게,여기가게,추석명절 사무국 직원격려 물품 구매,6,260000,43333.333333333336,,2025-09,16,user_inherited|seq_corrupt
2025-09-x-db7f57,2025-09-24,18:04:34,의장,최강낙지,최강낙지,민원 및 현안 관련 관계자 간담회,10,284000,28400,,2025-09,18,user_inherited|seq_corrupt
2025-09-x-3c3fb8,2025-09-25,10:14:55,의장,곰소전통젓갈,곰소전통젓갈,추석명절 사무국 직원격려 물품 구매,1,20000,20000,,2025-09,10,user_inherited|seq_corrupt
2025-09-x-275362,2025-09-25,10:28:50,의장,상주연제농원,상주연제농원,추석명절 사무국 직원격려 물품 구매,1,35000,35000,,2025-09,10,user_inherited|seq_corrupt
2025-09-x-7d0521,2025-09-25,10:29:25,의장,상주연제농원,상주연제농원,추석명절 사무국 직원격려 물품 구매,1,10000,10000,,2025-09,10,user_inherited|seq_corrupt
2025-09-x-51862e,2025-09-25,10:39:32,의장,동문엔터프라이즈,동문엔터프라이즈,추석명절 사무국 직원격려 물품 구매,8,320000,40000,,2025-09,10,user_inherited|seq_corrupt
2025-09-x-3f804b,2025-09-25,10:40:50,의장,서산민속생강한과,서산민속생강한과,추석명절 사무국 직원격려 물품 구매,1,12000,12000,,2025-09,10,user_inherited|seq_corrupt
2025-09-x-aa29c7,2025-09-25,13:44:34,의장,천호낙지,천호낙지,민원 및 현안 관련 유관기관 관계자 간담회,6,110000,18333.333333333332,,2025-09,13,user_inherited|seq_corrupt
2025-09-x-baafa5,2025-09-25,18:39:26,의장,조영환의 대양한방숯,조영환의대양한방숯,현안 관련 관계자 간담회,6,200000,33333.333333333336,,2025-09,18,user_inherited|seq_corrupt
2025-09-x-b9f419,2025-09-25,19:23:32,의장,우리돈,우리돈,민원 및 현안 관련 유관단체 관계자 간담회,10,355000,35500,,2025-09,19,user_inherited|seq_corrupt
2025-09-x-70ff41,2025-09-25,21:45:27,의장,주문진,주문진,현안 관련 관계자 간담회,6,200000,33333.333333333336,,2025-09,21,user_inherited|seq_corrupt
2025-09-x-b82d6e,2025-09-26,12:37:18,의장,가치로아,가치로아,민원 및 현안 관련 관계자 간담회,3,43000,14333.333333333334,,2025-09,12,user_inherited|seq_corrupt
2025-09-x-d3b51f,2025-09-26,13:34:46,의장,면목과일,면목과일,추석명절 사무국 직원격려 물품 구매,6,290000,48333.333333333336,,2025-09,13,user_inherited|seq_corrupt
2025-09-x-f0f1e7,2025-09-26,18:58:19,의장,우마루(중화점),우마루(중화점),현안 관련 관계자 간담회,4,112000,28000,,2025-09,18,user_inherited|seq_corrupt
2025-09-x-91b53b,2025-09-26,20:06:17,의장,이프로,이프로,민원 및 현안 관련 관계자 간담회,4,61000,15250,,2025-09,20,user_inherited|seq_corrupt
2025-09-x-f2958c,2025-09-29,12:13:50,의장,(주)태성푸드,(주)태성푸드,의회현안업무 논의에 따른 관계자 간담회,,25000,,,2025-09,12,user_inherited|seq_corrupt|headcount_missing
2025-09-x-6b964b,2025-09-29,12:16:16,의장,산천가든,산천가든,현안업무 추진 사무국 직원 격려 간담회,3,75000,25000,,2025-09,12,user_inherited|seq_corrupt
2025-09-x-b2a113,2025-09-29,13:00:23,의장,나누리 흑염소 전문,나누리흑염소전문,현안업무 추진 사무국 직원 격려 간담회,3,48000,16000,,2025-09,13,user_inherited|seq_corrupt
2025-09-x-5cdcee,2025-09-29,14:56:49,의장,동문엔터프라이즈,동문엔터프라이즈,추석명절 사무국 직원격려 물품 구매,7,280000,40000,,2025-09,14,user_inherited|seq_corrupt
2025-09-x-47cc10,2025-09-29,19:59:11,의장,삼순이시골감자탕,삼순이시골감자탕,현안 관련 관계자 간담회,,342000,,,2025-09,19,user_inherited|seq_corrupt|headcount_missing
2025-09-x-87cdfe,2025-09-29,20:58:11,의장,본스치킨 휘경점,본스치킨휘경점,민원 및 현안 관련 관계자 간담회,20,336000,16800,,2025-09,20,user_inherited|seq_corrupt
2025-09-x-0cbfba,2025-09-30,13:09:54,의장,갈비명가이상답십리,갈비명가이상답십리,현안 관련 관계자 간담회,13,400000,30769.23076923077,,2025-09,13,user_inherited|seq_corrupt
2025-09-x-e8349a,2025-09-30,13:21:06,의장,상무초밥 왕십리점,상무초밥왕십리점,민원 및 현안 관련 유관기관 관계자 간담회,3,45700,15233.333333333334,,2025-09,13,user_inherited|seq_corrupt
2025-09-x-8ebbdf,2025-09-30,13:59:17,의장,여기가게,여기가게,추석명절 사무국 직원격려 물품 구매,6,240000,40000,,2025-09,13,user_inherited|seq_corrupt
2025-09-x-4960d3,2025-09-30,20:29:34,의장,달콤제빵소,달콤제빵소,현안 관련 관계자 간담회,6,76200,12700,,2025-09,20,user_inherited|seq_corrupt
2025-10-x-8f5085,2025-10-01,13:34:06,복지건설위원장,광주식당,광주식당,관련 관계자 간담회 현안,6,215000,35833.333333333336,카드,2025-10,13,seq_corrupt
2025-10-2-1fe2a0,2025-10-01,18:12:45,행정기획위원장,이층냉삼집,이층냉삼집,현안 관련 관계자 간담회,7,149300,21328.571428571428,카드,2025-10,18,
2025-10-3-242539,2025-10-01,18:50:05,의장,정정당당,정정당당,민원 및 현안 관련 유관기관 관계자 간담회,8,292000,36500,카드,2025-10,18,
2025-10-4-d95e21,2025-10-01,20:00:34,복지건설위원장,동강오리,동강오리,현안 관련 유관기관 관계자 간담회,4,136000,34000,카드,2025-10,20,
2025-10-5-3f982c,2025-10-01,20:07:55,부의장,풍천숯불장어세상,풍천숯불장어세상,의회현안업무 논의에 따른 관계자 간담회,4,156000,39000,카드,2025-10,20,
2025-10-6-e4e640,2025-10-02,20:09:47,의장,미스사이공 장안점,미스사이공장안점,현안 관련 유관단체 관계자 간담회,7,105000,15000,카드,2025-10,20,
2025-10-7-bcd301,2025-10-02,20:10:31,의장,미스사이공 장안점,미스사이공장안점,유관단체 관계자 간담회 현안 관련,1,20000,20000,카드,2025-10,20,
2025-10-8-5bdbd7,2025-10-10,20:23:12,복지건설위원장,동강오리,동강오리,현안 관련 유관기관 관계자 간담회,7,225000,32142.85714285714,카드,2025-10,20,
2025-10-9-fd97f1,2025-10-13,11:58:58,의장,나누리 흑염소 전문,나누리흑염소전문,추진 사무국 직원 격려 간담회 현안업무,5,80000,16000,카드,2025-10,11,
2025-10-10-9b31bb,2025-10-13,13:51:16,부의장,서리재(미아점),서리재(미아점),지역현안 관련 유관기관 관계자 간담회,2,74000,37000,카드,2025-10,13,
2025-10-11-f7b78f,2025-10-13,19:04:23,의장,짬뽕명가,짬뽕명가,현안 관련 관계자 간담회,22,291000,13227.272727272728,카드,2025-10,19,
2025-10-12-6e7ebe,2025-10-13,20:38:51,행정기획위원장,직화대장,직화대장,민원 현안 관련 관계자 간담회 및,4,91000,22750,카드,2025-10,20,
2025-10-13-2b3482,2025-10-14,12:09:07,복지건설위원장,원성집,원성집,현안 관련 관계자 간담회,5,120000,24000,카드,2025-10,12,
2025-10-14-d41152,2025-10-14,12:46:35,부의장,마루샤브 용두직영점,마루샤브용두직영점,관련 관계자 간담회 현안,4,148800,37200,카드,2025-10,12,
2025-10-15-9595e7,2025-10-14,14:35:18,부의장,공차 외대,공차외대,현안 관련 유관기관 관계자 간담회,10,50700,5070,카드,2025-10,14,
2025-10-16-f7b853,2025-10-14,20:50:08,복지건설위원장,엄지집밥,엄지집밥,의회현안업무 논의에 따른 관계자 간담회,3,90000,30000,카드,2025-10,20,
2025-10-17-65e962,2025-10-14,21:53:05,행정기획위원장,가마치통닭 장안휘경,가마치통닭장안휘경,및 민원 현안 관련 관계자 간담회,4,62000,15500,카드,2025-10,21,
2025-10-18-78c812,2025-10-15,19:50:41,의장,짬뽕관(장한평역점),짬뽕관(장한평역점),민원 및 관련 유관단체 관계자 간담회 현안,2,14000,7000,카드,2025-10,19,
